FlightNumber,OriginCode,DestinationCode,Distance,DepartureTime,Price
WN 1047,ARN,AYT,2692.63,02:54:51,415
UA 4712,HAK,HKG,445.38,22:06:25,95
UA 4714,LGW,DEL,6718.79,02:26:04,850
F9 5855,PEK,MCO,12175.19,12:13:28,1726
UA 4718,DXB,AYT,2662.32,04:02:31,458
WN 1072,MXP,SAN,9743.26,20:57:39,1222
WN 1070,DUB,SHA,9337.94,18:52:54,1006
F9 4523,KMG,LHR,8714.22,11:26:50,1668
F9 4538,BOM,VIE,5958.63,20:46:13,654
F9 5866,EWR,BCN,6177.21,07:16:13,960
AA 6295,BOS,JFK,299.83,17:57:05,235
DL 1272,SYD,CLT,15297.49,18:55:37,1744
AA 6297,FLL,LHR,7077.35,14:27:50,1073
F9 3208,DEL,NKG,4006.85,15:26:12,592
F9 4539,BKK,MEL,7332.31,09:40:27,1467
AA 6292,PEK,MXP,8092.86,07:09:05,1210
AA 6294,ATH,PVG,8557.70,20:46:44,926
WN 1060,FCO,MXP,510.78,08:05:12,187
WN 1068,KMG,IST,6915.01,08:13:39,1433
F9 4532,SZX,DMK,1696.88,10:07:17,350
SY 5407,CLT,NBO,12595.35,11:35:02,4467
WN 3714,SIN,SFO,13581.07,06:58:37,1534
B6 9329,PMI,DUB,1686.29,16:31:22,341
B6 9324,JED,SAW,2329.07,15:04:12,672
B6 9322,FRA,DFW,8257.28,17:47:57,1049
B6 9323,PVG,KUL,3796.97,11:47:17,1740
SY 5411,LHR,CKG,8536.95,20:27:01,1028
B6 9320,FCO,EWR,6890.88,20:54:47,816
AA 8818,ATH,GRU,10020.14,01:25:14,1157
SY 6745,SZX,MXP,9323.10,05:36:40,1011
SY 5416,HNL,MAD,12646.75,22:14:07,1324
SY 6747,CJU,MUC,8848.77,03:21:38,1005
AA 8813,CPH,NRT,8711.81,02:12:39,1558
F9 5751,HEL,EWR,6621.71,22:15:51,1131
F9 3108,DXB,HAK,5648.95,17:34:36,621
SY 6727,AGP,PEK,9576.83,03:30:26,1192
WN 3704,LAS,CJU,9974.79,06:59:24,1082
B6 9337,TPA,SAN,3352.12,20:26:19,511
AA 8808,KMG,XIY,1200.13,06:12:21,517
AA 8805,MNL,PVG,1851.55,20:44:54,281
B6 8003,MUC,CPH,809.96,11:12:32,218
AA 8804,AUH,CAN,5915.84,19:23:01,797
AA 8807,KUL,SHA,3774.49,09:45:54,613
B6 8000,MEX,MIA,2051.13,02:53:47,256
F9 4435,RUH,CPH,4384.05,09:20:02,590
F9 4434,XIY,LHR,8242.53,13:24:04,1044
SY 5404,MIA,PMI,7651.77,07:45:10,930
WN 3701,WUH,MSP,11154.74,10:07:52,1352
F9 4433,BOS,DTW,1014.62,01:42:38,296
WN 3700,DEL,HKG,3747.03,19:29:32,569
F9 5761,MEL,FRA,16312.83,20:49:48,1738
WN 3739,AYT,HNL,13477.23,21:27:04,1467
WN 2405,PMI,DCA,6627.42,09:53:23,774
F9 4448,IAH,ORY,8072.35,01:09:06,923
SY 6719,SIN,BNE,6142.70,06:18:45,978
F9 3116,KUL,DFW,15588.01,08:41:35,2148
AA 7512,SIN,ORY,10743.28,05:28:24,2242
B6 0972,NKG,IST,7757.83,12:13:33,1115
B6 9306,IST,BOG,10729.85,12:13:08,1616
B6 9304,ATL,JFK,1221.92,15:56:33,224
F9 5775,BWI,FCO,7161.07,20:16:05,838
F9 3113,NRT,CLT,11035.45,18:53:03,1533
F9 4444,LAX,ZRH,9534.11,14:11:54,1202
AA 8830,TPE,IAH,12756.19,15:19:31,2870
SY 6706,PEK,SHA,1075.83,11:03:18,264
AA 8832,GRU,DEL,14397.25,07:42:26,1677
WN 3726,NKG,SIN,3722.29,23:55:22,430
AA 8831,TPA,ATL,655.37,18:07:13,118
B6 9313,JED,MAN,4957.31,21:32:16,733
B6 9311,SEA,BOS,4005.08,09:23:23,553
F9 4452,KIX,SAN,9392.59,12:51:32,1097
AA 8828,SZX,BLR,3949.96,02:33:34,628
F9 3126,CAN,LAX,11618.36,05:36:42,1268
F9 5781,VIE,HNL,12275.40,02:10:35,1321
F9 4454,HKG,FLL,14425.93,15:52:45,2113
AA 7531,SHA,ATL,12315.44,10:09:05,1407
SY 4113,HNL,CJU,7427.00,05:15:54,835
F9 5791,FLL,BWI,1492.71,21:07:44,363
B6 9368,ARN,VIE,1286.34,14:07:37,277
B6 8037,IAH,DTW,1730.09,09:56:22,278
SY 6784,KMG,ORY,8660.71,02:53:41,1374
F9 5796,BNE,SZX,6983.25,21:42:40,992
SY 5455,ICN,HKG,2068.28,16:56:56,610
WN 3751,HAK,YYZ,12867.21,05:23:47,1355
WN 2420,TPE,NRT,2181.96,14:12:01,407
B6 9362,DCA,CDG,6175.81,16:26:32,1003
WN 2423,PVG,BKK,2896.47,18:40:25,500
F9 4466,MSP,HKG,12052.22,05:49:23,2446
SY 4109,SZX,CPH,8615.24,03:47:35,1218
WN 2424,SZX,HNL,8945.39,14:46:11,1106
F9 5795,BCN,ORD,7094.14,09:53:44,905
B6 8050,AGP,SAN,9607.76,03:59:10,1417
WN 3749,CMB,SVO,6574.65,10:59:41,750
SY 4123,SAN,PER,15074.68,05:28:39,2097
F9 4471,HAK,OSL,8595.14,23:36:55,1003
F9 4470,SZX,KIX,2462.28,23:02:21,475
B6 9379,MIA,AMS,7442.60,09:22:59,1223
SY 5442,TPA,CKG,13526.02,15:20:08,1571
WN 3742,RUH,CGK,7342.03,07:54:46,1113
SY 5443,HKG,FLL,14425.93,22:02:25,1630
F9 3144,MAD,IST,2702.52,01:57:52,507
F9 4475,BOM,PEK,4765.99,01:05:03,726
WN 2411,FRA,MEX,9551.22,00:16:17,1052
B6 9373,AUH,BOS,10731.84,16:22:21,1244
WN 2414,MCO,ATL,650.97,07:23:31,177
SY 5447,HND,PMI,10574.60,19:52:52,1234
SY 6778,NRT,EWR,10809.15,20:18:32,1136
F9 4477,JFK,BOS,299.83,02:35:37,231
F9 4476,FLL,PEK,12457.38,16:30:35,1735
AA 8886,AGP,TPA,7196.60,02:29:38,954
SY 6761,SIN,KUL,297.52,22:55:17,252
WN 2443,HKG,TPE,805.75,21:55:48,296
SY 6763,BNE,HGH,7287.04,19:35:03,911
WN 1113,AGP,CPH,2471.35,05:45:21,492
NK 0296,MUC,PVG,8778.97,00:02:17,1391
WN 3773,MXP,ARN,1674.21,22:00:46,375
SY 5434,VIE,NBO,5838.33,14:03:50,724
NK 0294,SAN,TPE,11094.48,17:57:59,1298
SY 6766,BKK,DUB,9876.44,03:10:10,1217
F9 4483,MIA,GRU,6573.61,02:16:09,965
AA 6215,MAD,CJU,10323.08,15:21:43,1420
WN 2447,SYD,EWR,15980.64,09:09:48,1842
F9 3158,CJU,YYZ,11032.50,01:23:14,1573
B6 9341,MEX,LAX,2500.04,13:10:57,300
B6 8010,JNB,DXB,6413.20,00:53:41,1572
AA 7548,CMB,ARN,7773.75,03:45:33,1338
AA 6217,ATH,HND,9511.38,00:23:23,1139
WN 1114,CJU,MXP,9221.52,21:55:49,1130
SY 5438,ORY,MXP,591.09,06:14:28,283
SY 5418,JED,NBO,2568.78,23:59:18,506
AA 6211,MIA,DUB,6692.31,09:55:09,855
AA 7542,MXP,FRA,490.23,12:37:21,282
AA 6212,CAN,DCA,13010.55,23:29:50,1751
AA 8871,PMI,EWR,6316.12,09:52:36,1281
AS 8197,PEK,BCN,8813.59,19:13:08,1098
B6 9359,FLL,HKG,14425.93,06:48:29,1559
F9 4492,CMB,NKG,4871.00,03:23:06,709
NK 0286,NBO,ATH,4564.19,00:02:57,649
AA 6208,MSP,CGK,15294.32,07:33:29,2145
WN 1102,CKG,MAD,9408.95,23:52:35,1380
WN 2431,MUC,CKG,7922.27,08:34:32,1086
SY 6755,ATL,MXP,7634.22,12:35:05,901
B6 8023,MAD,SIN,11382.10,08:58:33,1217
SY 5424,SAN,SAW,11135.84,08:02:31,2620
F9 4494,BLR,BOM,834.35,20:57:57,507
WN 2436,CJU,IAD,11587.75,20:36:10,1229
B6 8021,HAK,KMG,971.66,08:29:31,179
B6 9352,IAH,FRA,8401.04,00:30:11,1512
WN 2434,CTU,SIN,3220.94,20:06:43,463
F9 3168,OSL,DUB,1292.03,19:35:53,228
F9 4499,ARN,SAW,2229.54,19:10:55,355
B6 9350,LIS,EWR,5434.14,02:01:17,617
B6 0917,IAH,HEL,8608.27,04:52:12,1891
UA 3485,KMG,KIX,3292.93,23:46:04,408
SY 4157,LGW,BNE,16551.00,05:19:18,1864
SY 4156,DCA,OSL,6244.48,11:06:27,826
AS 8190,FLL,LHR,7077.35,17:16:51,860
SY 4152,CGK,NBO,7750.77,15:32:13,993
AS 8185,SAW,SHA,7957.36,03:18:53,914
F9 3171,SAW,ARN,2229.54,18:47:29,457
DL 3918,TAO,JNB,11845.50,18:11:20,1645
SY 5497,HEL,SAN,9107.24,15:09:49,1150
F9 3170,DOH,CKG,5400.55,02:43:49,687
SY 5498,HNL,OSL,10896.35,11:46:56,1223
NK 0276,ICN,GRU,18315.53,15:03:44,1950
F9 3178,ARN,JED,4542.35,08:42:06,555
UA 3479,HAK,BCN,9992.84,21:08:13,1550
B6 0925,YVR,TPE,9591.94,15:58:05,1064
NK 0270,MNL,NBO,9408.70,11:00:01,1011
AS 8180,WUH,CJU,1194.67,20:17:34,236
UA 2149,DEN,SFO,1552.95,05:41:42,450
DL 3904,HKG,BOG,16886.23,10:43:37,2622
NK 0269,SZX,AMS,9237.94,14:43:15,1743
F9 3184,AGP,DEN,8239.21,21:06:40,982
AS 8170,HEL,NRT,7828.94,05:56:57,1792
F9 3183,DMK,LIS,10677.95,22:25:50,1406
F9 3182,MEX,ORD,2718.19,21:24:17,504
UA 3471,BCN,ATL,7359.85,19:48:55,840
UA 2140,MNL,MAN,10749.51,14:06:12,1229
NK 1593,RUH,EWR,10502.84,12:14:42,1258
AS 8179,HAK,SIN,2182.83,07:27:30,424
NK 0267,ATH,DCA,8274.84,14:21:38,1063
NK 0266,MCO,DMK,15302.16,10:55:37,1706
UA 2179,MEX,KMG,14540.06,14:56:55,1677
NK 1590,SAW,PMI,2252.09,19:38:37,381
UA 2175,RUH,BLR,3499.74,17:00:58,494
DL 2611,HEL,MAD,2945.17,05:33:36,503
DL 3938,YYZ,LGW,5739.05,07:02:03,803
DL 2606,DUB,IST,2923.94,20:09:49,463
DL 3937,JNB,IST,7496.33,15:34:24,861
NK 0259,BNE,MIA,14743.48,13:12:47,2320
SY 5471,PEK,MNL,2875.70,12:25:42,524
DL 2608,GRU,MSP,8953.01,20:34:57,1100
AS 8162,ATL,KIX,11389.80,07:01:06,1606
DL 3939,ATL,TAO,11825.69,19:34:32,1258
UA 2173,BOM,AYT,4532.85,13:19:32,548
UA 2170,ORY,IAH,8072.35,02:44:37,1161
AS 8168,NBO,DMK,7212.73,02:44:41,1205
NK 0255,NKG,CKG,1188.79,03:16:32,301
AS 8169,KIX,DFW,10751.36,20:04:42,1214
B6 0909,CTU,LAS,11553.77,03:47:05,1245
UA 3497,CDG,MSP,6774.66,20:52:57,728
UA 2165,MEX,MEL,13578.12,06:51:06,1553
UA 3495,LHR,FCO,1443.45,07:01:12,200
UA 3494,SYD,BCN,17190.40,15:42:40,2367
SY 4145,SYD,DEL,10434.94,20:13:49,1264
DL 2603,ORY,KUL,10460.18,10:59:52,1296
AS 8152,DEL,OSL,5968.40,15:40:52,743
AS 9484,TAO,ARN,7205.14,15:11:51,831
AS 9485,CTU,RUH,5659.61,10:45:29,779
NK 1578,ORD,VIE,7566.95,01:46:31,871
AS 8151,MSP,CGK,15294.32,11:46:56,2013
SY 6796,XIY,PEK,934.75,00:18:12,219
NK 1572,MCO,SZX,14109.45,11:22:06,1895
SY 6797,BWI,DXB,11290.16,10:34:51,1231
SY 6798,BOG,DXB,13630.74,18:32:36,1605
NK 0244,YYZ,MEX,3247.02,10:15:23,570
NK 0243,TPA,MIA,329.17,18:22:56,96
NK 1574,PHX,MXP,9397.16,14:29:01,1483
G4 9415,RUH,HGH,7162.78,17:17:36,960
AS 9474,JED,LGW,4714.16,08:55:20,1410
NK 1567,ZRH,DXB,4767.98,22:38:33,554
NK 1562,PMI,PVG,9952.10,02:22:06,1666
G4 9410,DCA,HGH,12123.06,05:12:40,1371
NK 2896,WUH,EWR,12020.91,02:50:04,1318
NK 1565,JED,BNE,13380.33,10:48:49,1902
AS 8148,ATH,BWI,8227.65,04:22:32,1051
NK 0232,EWR,TPE,12530.68,21:53:44,2568
NK 1563,BCN,SZX,10024.80,19:25:04,1322
B6 0968,YYZ,KUL,14851.33,13:15:29,1663
AS 8131,BOG,ATH,10391.60,13:00:01,1923
NK 0226,AUH,IAD,11386.14,04:13:18,1373
AS 9463,PHX,MUC,9347.56,10:51:24,1241
B6 0960,LAS,DOH,13052.34,06:09:25,1399
NK 0220,DFW,BOG,3933.26,09:21:23,532
NK 1550,SAW,WUH,7435.56,01:25:02,902
NK 1552,HNL,JED,14887.20,16:24:25,2359
SY 4176,CKG,MAN,8530.88,18:50:26,923
NK 1545,PMI,CMB,8399.07,18:41:37,1614
NK 0218,TAO,SZX,1641.41,18:40:45,286
NK 1540,BOS,DEN,2815.59,09:46:26,403
AS 8127,PHX,NKG,11018.21,17:22:01,1161
AS 8128,TPE,ORD,11979.96,07:20:19,1725
AS 9459,AUH,AYT,2657.63,05:40:42,474
AS 8129,CGK,NRT,5839.96,06:07:23,724
NK 1544,ORD,LAS,2431.39,18:33:46,360
AS 8124,CLT,TPA,818.81,20:11:09,155
AS 9456,MEX,BWI,3070.92,23:24:42,408
NK 2871,CAN,AMS,9139.37,03:31:18,983
B6 0949,BLR,DTW,13556.21,10:43:08,1890
B6 0948,BOM,HNL,12893.48,09:11:57,1406
SY 4185,KIX,HEL,7731.51,23:59:08,1416
SY 4184,SAW,BKK,7464.13,04:11:58,840
SY 4183,YVR,NBO,14364.17,18:54:46,1892
SY 4181,KMG,MEL,8238.77,22:15:26,952
NK 2869,SYD,MCO,15038.41,07:27:10,2063
NK 1536,IST,ORD,8786.44,00:07:01,1348
NK 0204,ATH,NRT,9533.29,21:41:33,1026
NK 1535,AYT,MAD,2990.15,05:39:36,376
AS 9442,FRA,CLT,7058.72,05:16:20,903
NK 0209,TPA,ARN,7906.29,04:38:17,900
NK 0208,XIY,LAS,10947.59,21:57:46,2288
NK 1538,TAO,NBO,9483.57,00:00:07,1041
AS 9447,CGK,DEL,4989.55,18:49:24,593
AS 9448,JED,BOS,9929.59,15:31:56,1173
NK 2864,WUH,FLL,13511.14,12:17:31,1815
NK 1532,DXB,TAO,6190.92,23:50:31,1099
NK 0200,ZRH,BOG,9073.68,11:37:12,981
UA 4857,MEL,LAX,12757.86,07:46:47,1438
G4 7159,XIY,HNL,8976.86,16:52:49,1542
DL 1344,AYT,MNL,9064.68,10:12:36,1124
AS 0989,JFK,HND,10875.36,04:25:49,1213
DL 1345,PER,ATH,12277.91,13:29:08,1676
DL 1348,ORY,TAO,8735.00,00:16:28,1355
UA 3526,BOS,HAK,13085.95,23:02:12,1933
UA 3525,CMB,DXB,3288.07,06:55:56,467
DL 2678,HND,DFW,10377.61,18:04:39,1200
NK 2854,CKG,ATH,7442.33,13:04:04,899
NK 2850,DMK,LIS,10677.95,18:27:05,1761
G4 7153,LHR,CPH,978.91,12:45:41,341
NK 2851,ICN,CGK,5263.04,08:10:02,645
G4 8483,HKG,SYD,7393.58,00:04:12,962
AS 9316,IAD,CDG,6196.98,15:40:02,820
G4 7150,MCO,MUC,7903.09,03:52:51,960
G4 8488,SVO,TPA,9099.40,21:37:03,960
NK 1521,SAW,NKG,7733.11,18:45:37,994
G4 8486,HAK,LHR,9639.81,03:41:18,1522
G4 7155,SZX,EWR,12924.96,02:09:18,1375
AS 0970,LAS,BNE,11899.04,04:32:27,1286
UA 4845,DCA,FLL,1450.44,03:49:59,442
AS 0971,TPE,WUH,937.01,16:41:22,270
G4 8478,AUH,ATH,3263.09,05:39:52,498
AA 6198,DEL,ATL,12830.65,22:40:28,1496
DL 3996,MNL,DXB,6905.87,00:00:48,921
DL 1334,SAW,ARN,2229.54,09:22:54,320
AA 6193,PVG,ARN,7780.26,07:09:48,1068
AA 6195,IAH,PEK,11555.20,11:52:27,1323
DL 1337,VIE,CPH,876.76,17:31:17,168
DL 2669,NBO,LAS,15197.51,06:19:11,2031
DL 3997,SEA,PMI,8921.24,04:01:19,1031
AA 6191,MAN,MEX,8722.31,12:38:46,985
NK 1512,MAN,FCO,1677.43,10:23:23,288
NK 2844,KUL,FRA,9998.06,12:05:47,1135
AS 9305,DEN,LHR,7497.45,18:34:59,1141
NK 1511,AUH,MIA,12622.40,02:46:41,1512
UA 3544,RUH,XIY,5994.44,06:30:38,821
UA 2211,NKG,SYD,8050.05,01:47:34,1951
AS 0962,JFK,SAW,8089.30,10:20:31,928
DL 1361,XIY,ZRH,7945.39,17:55:12,1018
DL 0034,BNE,BCN,16960.39,07:01:56,1840
DL 1367,YYZ,JED,10444.07,16:48:40,1283
NK 2838,PMI,IAD,6653.74,01:04:11,820
NK 1501,CKG,LGW,8539.15,03:27:55,921
NK 1507,HNL,TAO,7931.26,08:50:39,972
G4 8462,TAO,FRA,8301.53,08:35:57,940
G4 9794,MCO,SEA,4104.64,15:57:54,711
NK 2830,MNL,ATH,9625.23,10:53:23,1172
G4 9790,TAO,KMG,2080.20,22:25:11,454
G4 8465,LIS,LAX,9137.02,14:06:46,1098
UA 4869,CLT,LAX,3412.54,14:29:07,559
AS 0952,HKG,FCO,9283.58,12:07:45,1325
DL 2687,MIA,DUB,6692.31,20:00:16,776
DL 2688,SYD,BWI,15751.89,15:07:05,1642
G4 9786,IST,IAH,10231.12,20:50:47,1089
G4 9780,PHX,ZRH,9246.21,17:14:37,1030
UA 2235,MEX,HKG,14150.85,19:18:27,2077
DL 3963,SHA,DEL,4247.06,03:22:41,1788
UA 4891,BNE,CTU,8239.28,09:28:04,1092
AS 0946,CKG,RUH,5879.51,22:29:45,922
DL 1301,CTU,BOS,11920.11,10:38:40,2118
DL 2632,MAN,HEL,1811.51,03:31:22,236
UA 4895,ATL,MEX,2143.73,03:22:44,328
UA 2239,MNL,TPE,1175.44,09:09:11,272
UA 4897,BNE,MEX,12693.21,23:49:10,1454
DL 3964,EWR,ORY,5856.51,06:47:43,681
UA 2237,KIX,TPA,12018.76,10:35:45,1361
NK 2815,LGW,TPE,9790.95,15:31:07,1298
DL 2626,OSL,LAX,8579.99,01:14:55,1362
NK 2817,BKK,ARN,8295.54,12:59:22,909
NK 2812,OSL,DXB,5137.60,12:36:40,916
NK 2813,CDG,SIN,10724.83,22:12:25,1273
G4 7194,OSL,YYZ,5949.78,05:51:10,773
UA 3553,ATL,DUB,6322.56,17:50:52,763
AS 0932,LIS,DFW,7633.27,02:14:16,893
AS 0934,KMG,EWR,12704.64,09:25:04,1486
UA 4882,IST,JED,2387.53,00:20:25,625
DL 3950,JED,MEX,13571.13,00:48:47,1973
AS 0939,MIA,HEL,8326.62,13:58:08,1605
NK 2808,LAS,JFK,3609.32,19:26:28,737
UA 4887,CDG,MEX,9198.91,23:12:13,1027
DL 3949,CKG,SHA,1416.96,00:19:50,391
DL 3948,RUH,IAD,10841.75,11:13:27,1333
DL 3947,ATH,JED,2321.61,20:30:59,477
NK 2802,EWR,BOM,12546.18,11:46:30,2172
G4 7186,CLT,MXP,7277.75,18:28:44,866
G4 7189,NRT,IST,8978.97,07:59:27,1026
UA 2256,ORD,HNL,6818.98,12:14:51,1013
UA 3584,BKK,AMS,9206.64,23:43:22,1046
DL 1321,SAW,LIS,3264.59,15:04:19,738
DL 2657,DOH,ORY,4974.87,17:39:28,572
AS 0929,FCO,ORD,7742.07,08:23:19,978
DL 1319,YVR,SHA,9038.13,18:15:57,2111
DL 1317,HAK,BCN,9992.84,09:16:18,1103
G4 7177,BKK,VIE,8450.55,16:53:10,1182
UA 3574,KMG,SFO,11608.40,03:05:13,1299
UA 2240,MEX,CKG,13894.18,08:22:22,2981
DL 3972,SHA,BKK,2864.61,09:50:11,397
AS 0917,KMG,MSP,12077.81,17:46:17,1713
UA 2249,GRU,TAO,18084.72,21:48:19,2011
UA 3579,BOS,RUH,10180.43,15:59:26,1207
DL 1308,NKG,HND,1977.98,14:55:43,939
G4 8494,JNB,NRT,13582.28,09:01:02,1450
G4 7165,KUL,MIA,16834.14,15:55:16,2316
B6 8082,DXB,IST,3028.41,02:11:42,468
AA 6123,ICN,MAD,9963.40,13:09:10,1481
AA 6125,BCN,YVR,8619.57,14:57:50,1473
AA 8784,BCN,BLR,7849.80,05:15:06,1247
AA 8783,CKG,CJU,1923.04,22:33:17,290
AS 0900,ZRH,CGK,11118.00,10:09:24,1318
DL 0097,ORY,PEK,8221.43,19:28:57,1464
AA 8780,AYT,MSP,9326.69,21:10:06,2081
WN 2462,PMI,XIY,8823.44,13:08:21,970
WN 2460,LAX,CGK,14450.42,11:15:30,2395
WN 2465,DEN,IST,9840.78,02:41:56,2462
WN 3797,BWI,VIE,7097.70,07:36:05,1276
WN 1135,HND,CPH,8708.46,05:06:17,1064
WN 3794,CKG,BOS,11996.00,12:51:24,1401
WN 2467,DTW,CAN,12522.09,02:34:40,1303
B6 8094,RUH,SAW,2394.05,17:47:48,538
WN 1129,DFW,NRT,10320.97,08:25:42,1198
AA 8771,NBO,BOS,11571.39,00:43:56,2583
AA 8767,DMK,LGW,9540.16,22:57:27,1167
AA 6107,TPE,CGK,3811.19,02:26:45,487
WN 3788,SVO,CTU,5853.02,22:53:24,1257
B6 8085,SYD,CMB,8762.55,23:30:33,1044
WN 1126,BKK,ARN,8295.54,04:04:58,1021
AA 6144,BKK,SAW,7464.13,12:08:32,883
AA 7470,SZX,CLT,13396.69,21:54:21,1503
WN 1153,ZRH,PHX,9246.21,07:18:34,998
B6 8059,DEN,PVG,10780.05,06:04:40,2288
B6 8058,MAN,BCN,1379.54,15:07:56,290
B6 8054,LHR,PVG,9241.16,02:30:45,1266
B6 9383,HAK,ATL,13852.17,19:23:58,1956
B6 8071,LAS,SZX,11702.94,10:02:15,2333
AA 8796,DEN,ORY,7842.89,11:23:15,873
AA 7462,CGK,LIS,12657.79,11:42:58,1340
AA 7460,EWR,DEL,11765.19,15:53:45,1986
WN 1141,NKG,DEN,10877.43,13:15:22,1708
WN 1142,YVR,ARN,7411.72,02:27:09,1635
WN 2473,CJU,AYT,8296.45,19:10,1117
WN 2471,LHR,XIY,8242.53,22:38:16,1245
AA 7458,CDG,NKG,9049.37,09:11:41,963
B6 8065,SFO,SHA,9904.47,10:06:20,1765
AA 8789,TAO,LGW,8678.56,06:55:32,919
AA 6128,VIE,DOH,3968.55,18:00:01,597
WN 1147,XIY,HND,2817.28,10:21:03,471
B6 8063,JFK,IST,8026.63,21:11:47,1353
UA 4811,MCO,DTW,1543.46,00:15:18,453
DL 1380,IAH,LAS,1963.17,03:55:23,292
F9 6807,MIA,DCA,1483.19,02:19:53,242
UA 4814,AYT,GRU,10499.58,05:03:23,1861
F9 6802,PMI,PVG,9952.10,13:21:54,1184
DL 0053,DEN,SIN,14585.17,16:12:41,1688
WN 1170,DCA,CPH,6522.91,15:38:36,867
WN 1172,BKK,ARN,8295.54,06:30:57,994
F9 6800,SAW,AYT,463.09,06:35:53,266
SY 6822,EWR,SZX,12924.96,12:39:08,1448
F9 6816,ORD,VIE,7566.95,23:17:01,815
SY 6804,DFW,JED,12370.54,12:17:49,1646
AA 6156,JNB,BNE,11637.87,13:46:38,2034
SY 6808,AYT,TAO,7634.62,07:08:21,888
DL 1373,ATH,CPH,2139.62,19:37:15,459
AA 6152,SFO,LAX,543.61,19:34:51,214
AA 7484,HGH,AUH,6441.80,16:43:32,885
F9 6813,DEN,DCA,2369.11,04:27:51,425
UA 4807,AGP,AYT,3125.38,07:26:50,474
F9 6815,BNE,MAD,17429.70,11:54:22,2421
WN 2494,DOH,ORD,11458.60,06:52:38,1375
WN 1165,CKG,AYT,6908.06,03:20:27,802
UA 3500,PMI,MAD,547.07,08:55:18,148
DL 0072,CMB,DTW,14265.18,19:56:46,1982
F9 6829,HGH,BCN,9854.85,19:25:04,1187
UA 4838,TAO,JFK,11336.52,11:25:20,1210
AA 6187,NBO,MNL,9408.70,14:48:57,1085
UA 4830,BLR,AUH,2723.09,07:55:56,348
WN 1193,SFO,KMG,11608.40,19:43:57,1299
B6 8095,IAD,MAN,5721.53,17:21:57,700
UA 4822,SVO,HND,7494.13,02:06:56,820
F9 6834,MCO,CDG,7238.28,16:25:51,780
AA 6174,DOH,BOM,2291.00,17:04:57,414
DL 1393,LAX,ICN,9626.80,02:20:21,1205
DL 0064,AUH,MCO,12481.32,02:34:18,1375
F9 5506,HND,SHA,1776.61,03:28:12,802
F9 6837,BLR,MUC,7144.07,05:22:30,920
AA 6173,IST,DXB,3028.41,12:19:45,488
UA 4821,SFO,BOS,4341.08,07:50:18,627
WN 1182,BOG,HND,14310.20,12:43:25,1492
WN 1184,SYD,NRT,7832.85,07:30:15,953
F9 6832,SHA,TPE,680.61,17:01:39,229
WN 2504,AGP,YVR,8721.04,19:30:28,1037
B6 9449,LGW,BNE,16551.00,12:36:24,2320
B6 8119,MEL,TAO,8617.13,14:24:13,1000
B6 9447,MAD,HNL,12646.75,01:25:07,1506
B6 9448,JNB,SAW,7455.07,13:17:44,1353
B6 9445,AGP,SVO,3781.21,23:50:42,703
SY 6861,BOS,PVG,11736.70,23:26:54,1703
SY 6862,ICN,HGH,976.26,16:18:13,307
SY 5534,SAN,ATH,11187.39,15:09:26,1643
SY 6866,CAN,AGP,10685.15,13:47:33,1150
B6 9440,HEL,LHR,1847.61,21:28:51,633
WN 3832,NRT,AYT,9155.11,12:37:33,1416
WN 2500,HND,YYZ,10346.35,23:06:59,1855
SY 4207,FLL,BOS,1994.26,04:35:07,453
SY 5517,MIA,FRA,7762.37,13:09:49,827
F9 5408,MEX,NKG,13034.66,10:56:24,1497
F9 5405,IST,DUB,2923.94,17:33:20,506
F9 6737,CJU,HNL,7427.00,12:00:55,914
B6 9458,ORY,BOM,7006.06,00:18:14,919
B6 9457,MAD,SAN,9402.34,13:01:29,1543
SY 5521,DUB,SYD,17215.28,17:52:57,1824
F9 6730,CAN,CDG,9456.50,21:32:30,1377
SY 5506,EWR,HGH,11987.00,15:20:32,1565
AA 8721,MEL,WUH,8250.59,22:59:07,2265
F9 6746,SYD,ATL,14943.04,21:32:58,1581
F9 6748,NBO,TPA,12946.00,22:55:03,2543
F9 5418,NRT,LGW,9611.22,22:18:08,1012
B6 9429,SAN,BOG,5440.31,19:12:57,1473
B6 9424,JNB,BOS,12654.05,12:16:25,1438
AA 8717,BWI,DMK,14105.19,13:40:53,1519
B6 9422,DCA,AGP,6204.77,01:17:18,1225
SY 5510,ORY,SAW,2281.58,03:30:32,293
SY 6842,DFW,DCA,1914.78,22:36:05,370
SY 5512,BOM,SEA,12462.25,09:04:16,1443
WN 2522,LHR,MEX,8904.38,18:02:45,1068
SY 5515,HEL,BWI,6880.12,14:23:03,765
F9 6740,SHA,BOG,15698.39,21:13:01,1776
AA 8711,BWI,DTW,656.73,04:07:39,146
AA 8710,KMG,FCO,8228.25,18:24:46,898
B6 8109,DCA,CLT,532.49,09:10:54,927
B6 8107,RUH,CTU,5659.61,09:58:54,719
B6 8104,FCO,AMS,1296.86,17:41:06,240
AA 8702,TPE,SVO,7345.05,05:36:48,855
F9 4109,KIX,MEL,8079.14,08:11:22,926
B6 9490,YVR,JNB,16464.29,05:10:20,1776
SY 4238,SAN,YYZ,3465.48,20:16:53,606
WN 1217,NKG,AGP,10395.51,19:09:46,1234
SY 4237,RUH,AUH,805.37,06:21:52,329
WN 3870,HGH,XIY,1192.59,06:05:22,408
AA 7407,AYT,CTU,6690.15,17:41:06,1023
