Date,FlightNumber,OriginCode,DestinationCode,Distance,DepartureTime,Price
2026-02-23,NK 6768,ATL,EWR,1198.39,11:21:48,294
2026-02-23,AA 6987,JFK,MEL,16695.52,05:55:05,1836
2026-02-23,F9 2134,MSP,AUH,11646.39,18:31:44,1352
2026-02-23,AA 4362,NBO,DTW,12551.96,01:37:04,2565
2026-02-23,NK 3371,MIA,YYZ,1989.27,17:38:39,1192
2026-02-23,AA 5450,JFK,MCO,1521.35,00:15:42,395
2026-02-23,NK 3492,DUB,WUH,9039.75,06:03:06,1105
2026-02-23,NK 6882,LHR,CGK,11720.89,13:52:07,1353
2026-02-23,AA 6665,CLT,ATL,364.31,05:39:03,208
2026-02-23,NK 2162,CJU,MNL,2183.73,23:45:46,366
2026-02-23,SY 4774,SVO,YVR,8183.46,22:46:26,1058
2026-02-23,G4 4547,SAN,ATL,3037.64,16:33:28,541
2026-02-23,NK 2160,BOG,HKG,16886.23,21:39:31,2352
2026-02-23,UA 6136,FLL,PEK,12457.38,22:20:58,2038
2026-02-23,UA 7109,SIN,MEX,16597.50,06:19:47,1860
2026-02-23,UA 8319,NRT,DMK,4645.47,19:49:56,1045
2026-02-23,DL 9528,TAO,KIX,1388.33,23:32:43,287
2026-02-23,AA 1090,HAK,FRA,9132.88,19:14:28,1028
2026-02-23,F9 1292,DFW,SHA,11826.68,01:33:46,1697
2026-02-23,UA 7101,TPA,TAO,12479.52,02:39:59,1297
2026-02-23,WN 9157,TPE,ORD,11979.96,22:47:07,1416
2026-02-23,F9 0083,DMK,DEL,2920.44,23:31:52,393
2026-02-23,G4 0189,EWR,XIY,11654.91,15:51:25,1322
2026-02-23,NK 7963,BLR,SAW,5598.62,15:00:01,970
2026-02-23,DL 4190,BOM,AMS,6859.00,00:21:18,1353
2026-02-23,G4 1142,AUH,BKK,4966.12,06:39:45,599
2026-02-23,AA 5680,BOM,BLR,834.35,08:27:52,543
2026-02-23,NK 3241,BWI,SFO,3944.61,15:13:01,543
2026-02-23,F9 4579,SAW,BOG,10784.40,05:29:49,1177
2026-02-23,DL 7574,DUB,CDG,785.09,04:38:28,138
2026-02-23,G4 6954,AYT,BOS,8175.22,18:32:21,1211
2026-02-23,UA 6488,DTW,GRU,8223.67,03:26:04,877
2026-02-23,G4 3329,BKK,TPA,15368.61,06:12:32,1655
2026-02-23,B6 7252,DTW,EWR,783.09,03:51:20,142
2026-02-23,B6 9793,MIA,MEL,15593.85,16:38:41,2455
2026-02-23,NK 7955,BOM,XIY,3922.62,10:46:15,583
2026-02-23,F9 3246,ATH,FCO,1086.28,04:59:24,266
2026-02-23,NK 2388,LHR,CTU,8354.18,14:17:23,918
2026-02-23,AS 5834,BOG,AGP,7885.47,16:26:57,1028
2026-02-23,SY 4479,NBO,PHX,15196.05,06:23:42,1662
2026-02-23,F9 9919,PEK,BNE,8398.38,20:32:25,1079
2026-02-23,AS 4749,MIA,MUC,8041.92,13:17:22,1310
2026-02-23,AA 4025,AMS,ORY,433.20,14:00:31,209
2026-02-23,G4 7636,ATH,YVR,9800.48,16:25:10,1460
2026-02-23,AA 5232,ARN,SEA,7571.32,05:46:50,843
2026-02-23,SY 4475,CMB,DMK,2384.03,00:57:31,406
2026-02-23,B6 1404,SAW,BWI,8382.62,15:21:55,1033
2026-02-23,B6 1643,ICN,DCA,11195.87,12:34:51,2238
2026-02-23,DL 7406,TAO,JFK,11336.52,19:56:09,1682
2026-02-23,UA 5183,HNL,YVR,4354.00,21:34:17,556
2026-02-23,NK 5406,KUL,PVG,3796.97,21:26:36,588
2026-02-23,SY 7510,ORD,DCA,982.47,19:26:36,227
2026-02-23,F9 7612,AGP,TAO,10087.72,10:38:47,1219
2026-02-23,SY 9812,BCN,DMK,9685.45,13:39:24,1201
2026-02-23,NK 0195,FCO,MEX,10222.24,21:04:31,1250
2026-02-23,F9 4347,BLR,ATH,5953.19,20:23:59,1128
2026-02-23,WN 4964,ATL,MAD,6959.85,03:59:50,937
2026-02-23,SY 7759,PEK,GRU,17577.57,17:24:22,1905
2026-02-23,AA 4494,NRT,FCO,9905.76,20:31:24,1149
2026-02-23,WN 1209,CPH,DOH,4609.95,12:29:26,856
2026-02-23,AS 3404,ICN,CKG,2020.39,00:43:46,315
2026-02-23,WN 3748,TAO,KIX,1388.33,03:05:30,214
2026-02-23,AA 6796,HGH,DMK,2723.62,19:32:12,501
2026-02-23,AA 2077,NBO,XIY,8436.17,12:13:39,1037
2026-02-23,G4 7506,SYD,AMS,16658.29,16:55:34,2166
2026-02-23,DL 4485,EWR,BOS,322.68,18:45:36,98
2026-02-23,G4 6777,MAN,HNL,11387.21,01:51:20,1848
2026-02-23,UA 6388,MEX,TAO,12570.37,09:39:11,1353
2026-02-23,B6 1537,MAD,ORY,1027.62,12:46:43,317
2026-02-23,UA 0720,MSP,SVO,7887.66,09:06:06,1320
2026-02-23,AS 9068,NRT,TPA,11620.41,01:11:15,1311
2026-02-23,F9 2292,PER,GRU,13580.74,20:42:13,1601
2026-02-23,B6 0682,DTW,ATL,957.75,12:09:26,510
2026-02-23,UA 5054,ARN,PHX,8692.71,10:38:41,1841
2026-02-23,SY 7742,LHR,HKG,9630.68,05:07:34,1135
2026-02-23,WN 4830,WUH,CDG,8865.33,12:30:41,1411
2026-02-23,B6 7079,HEL,MAD,2945.17,18:37:56,661
2026-02-23,AA 3279,NBO,MAD,6196.33,01:42:40,927
2026-02-23,AA 8724,ORY,CJU,9328.61,18:16:44,1124
2026-02-23,NK 3210,CGK,MAD,12154.61,05:40:37,1627
2026-02-23,NK 2003,JED,HNL,14887.20,19:50:21,3037
2026-02-23,SY 4218,KUL,IAH,15949.07,06:05:19,2273
2026-02-23,DL 4152,KMG,BOM,3141.69,02:28:09,560
2026-02-23,G4 5555,SHA,MIA,13273.96,10:23:36,1842
2026-02-23,DL 4394,SYD,HKG,7393.58,02:05:49,971
2026-02-23,G4 8946,WUH,BOG,15970.63,09:10:23,1752
2026-02-23,SY 5431,PVG,NKG,287.29,04:14:16,228
2026-02-23,F9 4365,DTW,MCO,1543.46,09:43:04,287
2026-02-23,B6 8496,TPA,CPH,7783.26,15:25:31,1066
2026-02-23,NK 3561,MAD,DUB,1451.26,08:51:22,577
2026-02-23,AA 6578,CTU,CGK,4058.74,19:37:12,503
2026-02-23,G4 3494,HNL,FCO,12923.83,17:30:58,1436
2026-02-23,AA 7307,HEL,PEK,6308.54,11:17:17,1336
2026-02-23,B6 7060,KMG,JNB,9807.79,16:11:09,2108
2026-02-23,G4 6878,ATL,DXB,12209.05,17:13:11,1372
2026-02-23,DL 3298,SYD,PEK,8963.76,14:34:59,1215
2026-02-23,SY 3498,JED,BWI,10520.68,18:11:29,1219
2026-02-23,AA 4154,CTU,HGH,1534.63,15:47:02,387
2026-02-23,UA 8349,DMK,HGH,2723.62,00:25:20,383
2026-02-23,UA 5076,PMI,AGP,709.12,22:44:10,586
2026-02-23,F9 5103,MUC,MNL,10165.81,06:14:44,1103
2026-02-23,WN 4851,BKK,RUH,5771.44,06:51:33,687
2026-02-23,WN 4971,XIY,DEL,3058.30,23:05:48,510
2026-02-23,B6 9596,AYT,SHA,8035.53,06:24:52,1068
2026-02-23,AA 6204,OSL,YVR,7175.18,14:40:35,856
2026-02-23,AS 1563,PEK,ZRH,7971.80,08:38:35,1029
2026-02-23,WN 2902,EWR,BWI,271.20,15:30:50,279
2026-02-23,G4 7557,RUH,ZRH,4174.40,21:50:13,625
2026-02-23,UA 2155,HEL,PER,13103.01,06:32:30,1377
2026-02-23,DL 8012,SVO,YYZ,7466.43,11:31:04,1111
2026-02-23,NK 9099,IST,KMG,6915.01,20:01:27,809
2026-02-23,DL 6077,WUH,JFK,12030.53,03:53:45,1381
2026-02-23,F9 0903,SVO,LHR,2508.06,08:47:41,631
2026-02-23,UA 4215,CLT,JNB,13307.49,19:29:52,1487
2026-02-23,DL 2952,DMK,IAD,14133.24,05:50:12,1636
2026-02-23,B6 8758,YYZ,AUH,11121.98,10:23:58,1343
2026-02-23,NK 6818,SHA,ARN,7751.69,04:34:38,832
2026-02-23,B6 7303,HAK,HGH,1521.39,18:23:47,321
2026-02-23,WN 7110,MCO,DCA,1223.84,23:13:32,456
2026-02-23,B6 7787,CAN,EWR,12847.70,13:42:07,1359
2026-02-23,SY 5375,ATH,ZRH,1639.48,02:58:31,576
2026-02-23,WN 7111,LAS,MNL,11868.66,01:11:35,1428
2026-02-23,B6 4036,AGP,HKG,10815.01,08:19:32,1253
2026-02-23,SY 6106,DUB,MUC,1380.59,07:44:17,325
2026-02-23,SY 7318,LAS,CDG,8736.76,02:55:18,1008
2026-02-23,AS 0696,YYZ,JFK,588.19,20:59:26,232
2026-02-23,DL 9211,CDG,PMI,1051.79,16:15:56,217
2026-02-23,AS 1427,MIA,MAD,7105.73,05:09:33,1151
2026-02-23,AA 2670,RUH,LGW,4911.10,05:38:15,887
2026-02-23,SY 4282,ICN,DFW,10987.64,05:49:47,1310
2026-02-23,AA 8094,CAN,CDG,9456.50,06:29:56,996
2026-02-23,DL 3910,HEL,SVO,873.82,07:48:13,290
2026-02-23,F9 6691,CPH,FLL,7811.46,23:37:48,1282
2026-02-23,WN 4072,CKG,DXB,5041.91,02:21:30,585
2026-02-23,WN 8310,IAD,PMI,6653.74,15:20:31,776
2026-02-23,SY 6574,MUC,CPH,809.96,01:18:44,214
2026-02-23,SY 7302,BLR,XIY,3915.47,15:03:34,519
2026-02-23,B6 6342,KIX,NRT,491.36,07:12:07,206
2026-02-23,F9 7305,MEX,BOM,15641.91,04:43:26,1776
2026-02-23,NK 2567,MNL,ATH,9625.23,15:39:15,1016
2026-02-23,AA 1217,KIX,DTW,10629.72,21:05:32,1266
2026-02-23,NK 4861,FLL,AMS,7410.66,19:05:15,959
2026-02-23,AS 0451,ATL,JNB,13582.64,14:25:10,1473
2026-02-23,F9 4157,NKG,HGH,225.28,20:48:52,166
2026-02-23,SY 8518,SAW,DUB,2986.63,18:22:23,652
2026-02-23,G4 8991,SAW,OSL,2483.26,05:01:24,359
2026-02-23,G4 4023,PER,DXB,9041.46,01:16:30,1146
2026-02-23,UA 7506,AGP,MUC,1854.29,03:01:03,241
2026-02-23,AS 2502,JFK,HEL,6607.14,23:19:50,2319
2026-02-23,AA 5850,RUH,YVR,11708.72,18:23:09,1376
2026-02-23,UA 6894,PEK,ARN,6691.86,14:04:34,861
2026-02-23,SY 4010,FCO,DEN,8931.26,16:40:51,2940
2026-02-23,UA 5443,BNE,MAN,16491.22,01:29:23,2713
2026-02-23,SY 5350,ICN,KIX,860.45,18:49:23,243
2026-02-23,WN 9792,OSL,IST,2425.98,02:01:42,430
2026-02-23,WN 8221,DTW,CGK,15882.72,17:11:22,1790
2026-02-23,SY 8627,ATL,JNB,13582.64,07:18:14,2259
2026-02-23,G4 5466,ORD,NRT,10073.23,07:06:14,1415
2026-02-23,G4 4257,XIY,FCO,8017.56,03:45:27,1277
2026-02-23,F9 7209,BNE,WUH,7673.68,07:07:05,1001
2026-02-23,AS 1526,MXP,ORY,591.09,21:38:17,141
2026-02-23,F9 1900,CAN,AUH,5915.84,11:46:02,1852
2026-02-23,F9 0938,PER,HNL,10894.13,13:57:01,1482
2026-02-23,WN 8460,CDG,JFK,5833.48,11:43:18,937
2026-02-23,UA 6884,HGH,IAH,12323.13,13:28:22,1373
2026-02-23,UA 4108,VIE,NRT,9153.71,11:31:52,1070
2026-02-23,DL 2964,HNL,BOS,8185.86,17:43:05,873
2026-02-23,WN 8455,LIS,SZX,10968.41,22:22:55,1204
2026-02-23,AS 6092,OSL,DXB,5137.60,20:50:39,591
2026-02-23,WN 9304,CPH,MUC,809.96,23:13:16,235
2026-02-23,AA 5717,BCN,LAS,9299.79,08:31:55,1152
2026-02-23,AA 1113,TPA,NRT,11620.41,22:56:54,1954
2026-02-23,F9 6239,BNE,SAW,14724.70,03:04:01,1552
2026-02-23,G4 6430,MEL,BOG,14627.30,16:24:04,1642
2026-02-23,G4 5220,FRA,DEL,6121.74,08:05:39,785
2026-02-23,G4 3283,SYD,SIN,6293.43,19:01:37,880
2026-02-23,F9 6596,FCO,DEL,5933.40,02:02:55,958
2026-02-23,WN 1979,ARN,TPA,7906.29,06:10:28,1170
2026-02-23,AA 0181,CPH,PVG,8277.47,06:24:26,1446
2026-02-23,DL 7000,SAN,LIS,9142.24,02:03:41,1473
2026-02-23,AS 4901,LHR,HKG,9630.68,08:58:37,1170
2026-02-23,B6 0956,PER,ARN,13466.00,18:29:27,1900
2026-02-23,B6 1925,CAN,BOG,16788.38,10:11:59,2757
2026-02-23,AS 9472,IAD,PEK,11111.54,17:15:29,1630
2026-02-23,DL 1936,SAW,OSL,2483.26,10:36:24,329
2026-02-23,AA 5508,LAX,CKG,11500.54,16:28:29,1395
2026-02-23,AS 8144,IST,MSP,8831.48,07:25:40,959
2026-02-23,UA 6792,SZX,KIX,2462.28,17:32:39,466
2026-02-23,G4 9531,ORD,LAS,2431.39,13:37:12,619
2026-02-23,SY 1913,OSL,BNE,15381.40,14:19,1640
2026-02-23,SY 8449,LHR,HEL,1847.61,02:43:08,252
2026-02-23,AA 5864,ATL,LIS,6585.07,10:10:14,908
2026-02-23,AA 3686,HAK,AGP,10738.65,23:49:41,1183
2026-02-23,AA 1149,ORY,XIY,8254.81,04:43:24,3855
2026-02-23,DL 7237,PHX,HNL,4688.87,15:35:56,611
2026-02-23,NK 8079,TPE,MEX,13419.63,20:37:13,1555
2026-02-23,AA 4652,YVR,TPE,9591.94,03:11:59,1713
2026-02-23,G4 6018,KUL,PVG,3796.97,10:21:10,573
2026-02-23,AS 1504,BNE,AUH,12010.78,12:51:55,1663
2026-02-23,NK 9282,JED,TPA,11668.92,00:51:26,1966
2026-02-23,AS 9584,SVO,PMI,3118.51,23:53:25,487
2026-02-23,SY 7103,DEN,SVO,8775.29,23:09:05,1026
2026-02-23,SY 5287,SYD,BOM,10159.24,10:00:36,1198
2026-02-23,SY 9763,MIA,DXB,12606.20,09:12:55,1410
2026-02-23,NK 1792,KIX,IAH,11102.05,07:58:43,1313
2026-02-23,NK 4943,WUH,FRA,8440.67,13:30:34,997
2026-02-23,G4 9637,LAS,HEL,8694.81,10:57:44,1662
2026-02-23,G4 3099,NRT,DOH,8297.97,16:05:51,881
2026-02-23,AA 1293,MSP,XIY,10919.63,10:34:45,1197
2026-02-23,UA 7304,BOS,DFW,2508.97,09:47:49,322
2026-02-23,AS 8482,PER,GRU,13580.74,17:59:53,1516
2026-02-23,NK 1788,VIE,MXP,656.38,19:44:52,222
2026-02-23,B6 8416,AUH,AGP,5734.84,01:14:25,1209
2026-02-23,NK 3723,BCN,BWI,6444.55,01:00:45,970
2026-02-23,AA 3588,NKG,YYZ,11420.71,03:07:47,1245
2026-02-23,F9 8447,CJU,LHR,9243.04,01:37:20,1027
2026-02-23,AA 4314,CDG,RUH,4650.74,10:54:19,701
2026-02-23,AA 6859,IAD,DFW,1882.71,15:39:56,426
2026-02-23,WN 3812,JNB,BWI,13034.30,05:21:13,1523
2026-02-23,G4 8664,IAH,FLL,1551.24,15:20:32,430
2026-02-23,G4 7210,OSL,IAD,6257.01,04:37:12,900
2026-02-23,B6 4050,HND,CPH,8708.46,21:59:36,1113
2026-02-23,NK 7083,CMB,BCN,8463.78,07:26:12,1644
2026-02-23,G4 1900,IAH,MIA,1549.36,09:03:37,229
2026-02-23,F9 7362,DXB,DUB,5918.58,11:11:09,700
2026-02-23,WN 8016,DFW,PER,16927.72,09:45:37,1878
2026-02-23,AS 6054,SZX,PMI,10076.03,10:38:17,1231
2026-02-23,B6 8787,TPE,LGW,9790.95,22:45:03,1576
2026-02-23,G4 5381,DTW,ATH,8467.56,19:19:24,1216
2026-02-23,SY 6238,SFO,HGH,10041.56,15:00:03,1158
2026-02-23,AA 6849,CDG,TAO,8703.67,08:40:21,926
2026-02-23,AA 4306,ZRH,DUB,1237.32,13:02:18,252
2026-02-23,SY 9628,JFK,CAN,12857.32,23:59:04,1363
2026-02-24,SY 0752,NBO,CMB,4858.33,15:45:27,579
2026-02-24,UA 3882,WUH,IST,7463.61,23:19:42,854
2026-02-24,AS 1835,JED,HGH,8014.58,17:47:21,1528
2026-02-24,AA 9473,IST,HAK,7886.39,00:39:32,899
2026-02-24,WN 5692,LGW,GRU,9446.76,15:15:52,1140
2026-02-24,AS 9792,MXP,DUB,1381.73,03:46:36,238
2026-02-24,NK 1525,KMG,MUC,8029.32,16:03,1147
2026-02-24,F9 6286,JFK,AGP,5873.11,01:34:05,756
2026-02-24,F9 9791,BKK,BOM,3030.90,10:28:21,413
2026-02-24,SY 2809,SFO,FRA,9147.89,03:19:59,1129
2026-02-24,SY 8246,DCA,ATH,8274.84,02:19:21,1041
2026-02-24,NK 2852,YYZ,LIS,5740.36,11:59:42,712
2026-02-24,WN 5214,GRU,JNB,7439.23,08:01:18,1131
2026-02-24,AA 0531,PEK,XIY,934.75,01:22:18,328
2026-02-24,WN 6425,GRU,FRA,9798.08,11:49:29,1096
2026-02-24,G4 6186,RUH,ORY,4653.41,10:47:27,673
2026-02-24,NK 8038,MAD,CDG,1061.65,17:23:32,282
2026-02-24,WN 6305,ORD,HAK,12876.65,21:01:15,2235
2026-02-24,SY 1732,BOS,BKK,13725.24,05:58:16,1913
2026-02-24,DL 9058,CAN,HEL,7674.07,01:00:02,1163
2026-02-24,DL 1694,SYD,SAW,14917.88,15:31:56,4779
2026-02-24,WN 5201,KUL,NBO,7215.44,03:36:09,1085
2026-02-24,SY 7023,ORY,AMS,433.20,21:24:12,126
2026-02-24,NK 0549,NKG,YVR,9127.69,11:08:52,1050
2026-02-24,B6 3234,DOH,PMI,4789.40,16:19:08,703
2026-02-24,WN 7748,BOG,KUL,19067.66,13:44:57,2044
2026-02-24,AS 7364,ARN,LAX,8863.04,13:56:27,1038
2026-02-24,AS 6275,BLR,BOG,16324.40,04:34:15,2111
2026-02-24,AS 9543,FCO,WUH,8670.58,04:50:18,1338
2026-02-24,F9 6178,MAN,DEN,7275.48,23:01:31,833
2026-02-24,DL 9172,MIA,CGK,17706.82,06:14:28,2463
2026-02-24,SY 0512,CAN,NKG,1077.81,07:54:21,235
2026-02-24,AS 8698,LIS,ICN,10396.75,01:02:48,1576
2026-02-24,UA 5724,DMK,BOG,17865.86,13:49:44,1925
2026-02-24,DL 2218,ICN,HEL,7032.45,03:13:53,914
2026-02-24,DL 5725,MCO,LGW,6991.67,03:48:18,814
2026-02-24,WN 8620,PEK,SAN,10211.75,20:59:25,3495
2026-02-24,SY 6283,SVO,SAW,1776.72,02:56:09,250
2026-02-24,G4 0503,JFK,CDG,5833.48,16:39:07,821
2026-02-24,SY 7016,SAW,FLL,9615.20,21:54:52,1666
2026-02-24,G4 7376,PER,HKG,6036.07,20:10:19,990
2026-02-24,WN 6447,LAX,CJU,9913.02,08:37:55,2232
2026-02-24,G4 9549,BCN,CMB,8463.78,14:18:37,1087
2026-02-24,G4 8337,IAH,BNE,13434.55,17:00:36,1452
2026-02-24,G4 6278,BOM,TPE,5002.43,10:30:37,554
2026-02-24,G4 7004,CDG,LAX,9102.64,23:23:27,1396
2026-02-24,UA 2321,SFO,MEX,3028.89,20:22:11,452
2026-02-24,DL 2563,LHR,HEL,1847.61,04:28:30,401
2026-02-24,UA 2447,DOH,HKG,6291.11,14:59:05,1176
2026-02-24,NK 0404,KUL,BWI,15350.73,19:20:54,1746
2026-02-24,SY 7121,MCO,LIS,6612.25,13:10:06,822
2026-02-24,NK 0522,DMK,NBO,7212.73,00:40:09,845
2026-02-24,WN 5344,MUC,WUH,8334.91,23:20:31,900
2026-02-24,G4 6393,DMK,AGP,10385.39,13:51:37,2201
2026-02-24,AS 9889,ORD,LGW,6377.92,23:41:06,1173
2026-02-24,DL 9076,CJU,LAX,9913.02,13:13:04,1127
2026-02-24,SY 0737,IAD,LAS,3316.30,14:54:33,568
2026-02-24,F9 9226,CLT,CKG,12751.24,01:49:58,1396
2026-02-24,F9 9467,DOH,KIX,7904.81,16:02:01,871
2026-02-24,UA 2232,PVG,IAD,11969.81,19:18:42,1425
2026-02-24,UA 6950,BKK,MAN,9630.24,20:03:38,1806
2026-02-24,SY 8287,ORY,MXP,591.09,14:26:25,295
2026-02-24,DL 1779,SAN,DOH,13456.74,19:52:46,1501
2026-02-24,WN 9611,AYT,SAW,463.09,08:15:59,165
2026-02-24,B6 5321,DTW,DCA,651.08,21:22:54,158
2026-02-24,AS 8788,EWR,SZX,12924.96,14:52:45,1429
2026-02-24,AS 5033,JFK,FLL,1723.47,19:51:11,616
2026-02-24,F9 1763,ARN,PHX,8692.71,04:20:02,1021
2026-02-24,UA 3553,IAH,MAN,7569.29,04:09:38,923
2026-02-24,G4 1640,PEK,SEA,8678.16,18:39:19,1624
2026-02-24,NK 9441,MUC,CTU,7726.18,22:00:32,1037
2026-02-24,AA 9388,FCO,BOM,6193.50,01:52:26,1310
2026-02-24,DL 2984,MEX,TPA,1930.14,08:35:59,528
2026-02-24,DL 0682,IST,MIA,9584.60,17:58:22,1421
2026-02-24,DL 0559,LAS,HAK,12154.35,18:23:15,1297
2026-02-24,WN 3062,DEL,MAD,7254.84,00:23:54,1473
2026-02-24,WN 7422,MXP,SHA,9110.47,19:49:03,1391
2026-02-24,DL 4915,KIX,YYZ,10638.65,14:48:45,1275
2026-02-24,B6 8601,ORY,AUH,5258.66,08:29:50,584
2026-02-24,B6 6780,MAN,DTW,5846.79,23:57:14,836
2026-02-24,WN 9729,DEN,KIX,9720.57,14:35:39,1587
2026-02-24,AS 4054,FCO,CDG,1100.57,07:01:43,272
2026-02-24,AS 3089,WUH,BOS,11863.74,14:11:31,2094
2026-02-24,F9 2624,CMB,MEL,8358.25,09:28:43,1212
2026-02-24,F9 2503,ZRH,MIA,7844.56,14:03:05,1011
2026-02-24,NK 8220,BOS,DTW,1014.62,06:35:17,304
2026-02-24,WN 0704,IAD,SVO,7810.80,03:14:04,996
2026-02-24,B6 6759,MUC,MXP,380.84,08:47:31,323
2026-02-24,NK 2916,ICN,TAO,577.25,17:50:19,251
2026-02-24,DL 4705,CMB,MIA,15768.18,19:24:57,1738
2026-02-24,B6 6752,DFW,EWR,2204.25,22:58:50,279
2026-02-24,AA 4715,CGK,HAK,2927.51,18:48:02,485
2026-02-24,DL 8192,SIN,SZX,2593.98,02:18:27,368
2026-02-24,NK 9544,HEL,BOM,5924.87,02:45:03,951
2026-02-24,UA 6604,AYT,OSL,2943.00,18:15:51,727
2026-02-24,AA 9049,GRU,DOH,11858.33,10:04:27,2407
2026-02-24,NK 8332,MIA,HND,11999.56,00:29:28,1306
2026-02-24,F9 0458,NKG,YYZ,11420.71,14:28:02,1605
2026-02-24,AA 2771,NBO,EWR,11868.32,01:02:27,1358
2026-02-24,G4 1622,HEL,SAN,9107.24,14:11:02,1123
2026-02-24,DL 2882,ATL,NBO,12951.68,11:19:28,1457
2026-02-24,NK 0844,HKG,ICN,2068.28,00:37:16,378
2026-02-24,AA 4827,WUH,MXP,8688.81,13:40:14,1332
2026-02-24,WN 5025,IAH,MCO,1371.65,10:24:14,441
2026-02-24,SY 8134,BWI,KMG,12879.69,23:42:01,1526
2026-02-24,AS 5122,XIY,DTW,11402.16,13:14:28,1320
2026-02-24,B6 2162,HGH,JNB,11626.73,04:38:24,1307
2026-02-24,G4 6199,MAD,LAS,9006.99,02:22:33,1141
2026-02-24,F9 0571,OSL,SFO,8339.56,21:02:01,938
2026-02-24,NK 8327,DFW,DTW,1586.34,00:56:55,229
2026-02-24,AS 8510,DMK,MEX,15726.64,16:29:35,1696
2026-02-24,F9 0347,MUC,EWR,6502.83,04:15:05,1171
2026-02-24,F9 1433,DXB,DCA,11338.35,13:22:06,1591
2026-02-24,NK 9650,SVO,BOS,7191.19,22:36:25,811
2026-02-24,SY 5808,JED,ARN,4542.35,05:17:45,609
2026-02-24,F9 1317,MCO,MIA,309.97,18:45:38,217
2026-02-24,NK 1809,DCA,DUB,5443.92,01:56:36,957
2026-02-24,UA 7282,AGP,CLT,6686.41,02:47:18,1028
2026-02-24,B6 0354,YVR,CTU,9996.11,00:18:32,1102
2026-02-24,WN 4644,MSP,VIE,7626.14,01:12:55,1291
2026-02-24,NK 7349,LGW,CMB,8694.05,18:45:21,1470
2026-02-24,NK 7347,NBO,LAX,15572.49,18:04:20,1655
2026-02-24,F9 3850,MAD,SZX,10471.54,11:47:23,1836
2026-02-24,AA 5141,SEA,MEL,13174.20,00:48:15,2188
2026-02-24,NK 7100,YVR,FCO,8999.61,03:55:26,1096
2026-02-24,NK 8794,BCN,DTW,6761.56,12:27:30,1161
2026-02-24,DL 5650,LIS,MCO,6612.25,17:43:17,900
2026-02-24,DL 2389,FRA,XIY,7798.33,23:25:39,1927
2026-02-24,DL 2145,BNE,NBO,12499.17,12:17:25,1306
2026-02-24,DL 4329,MSP,YVR,2304.07,03:35:34,310
2026-02-24,DL 3117,CGK,GRU,15619.91,00:11:23,2676
2026-02-24,UA 6060,CPH,BLR,7243.94,23:31:48,833
2026-02-24,B6 4962,MEX,ORY,9197.93,05:06:09,1083
2026-02-24,B6 4963,MEL,TPA,15508.21,01:06:33,1776
2026-02-24,F9 8199,MXP,KUL,10020.87,10:54:48,1746
2026-02-24,UA 8364,XIY,BOG,15651.35,23:13:01,1682
2026-02-24,B6 2543,TPA,ARN,7906.29,06:54:35,1173
2026-02-24,AS 2071,IAH,BOG,3585.12,14:08:09,1122
2026-02-24,AS 6793,BKK,ORY,9469.11,21:51:32,1154
2026-02-24,SY 4839,PHX,MCO,2969.33,22:01:36,564
2026-02-24,F9 0591,BCN,IAD,6515.87,18:54:50,1084
2026-02-24,B6 7091,FRA,SEA,8196.55,01:02:52,1321
2026-02-24,DL 7864,LHR,MIA,7109.00,22:14:22,798
2026-02-24,DL 5564,LAS,DEN,1009.02,05:28:11,307
2026-02-24,DL 7629,MEL,AMS,16538.11,11:10:22,1759
2026-02-24,NK 0817,IAD,HAK,13415.33,06:22:16,1458
2026-02-24,G4 1438,SFO,IAH,2627.70,21:03:48,650
2026-02-24,SY 8182,DEN,ORD,1426.00,05:47:05,488
2026-02-24,B6 4932,TPA,BLR,14966.21,02:03:41,1697
2026-02-24,DL 9924,MEX,BLR,16369.17,06:05:46,1870
2026-02-24,G4 9390,BWI,SAN,3685.57,23:49:28,557
2026-02-24,B6 3721,LGW,CTU,8355.57,05:59:45,2718
2026-02-24,AS 3031,KMG,HKG,1176.32,20:13:54,639
2026-02-24,NK 8538,DUB,FLL,6660.35,12:07,916
2026-02-24,AA 9649,SHA,GRU,18535.10,02:09:39,2101
2026-02-24,SY 0568,HNL,TAO,7931.26,11:13:48,1290
2026-02-24,SY 1797,SHA,FCO,9134.30,07:46:49,1068
2026-02-24,DL 7973,AYT,DCA,8816.65,12:49:43,1852
2026-02-24,F9 3769,FLL,XIY,13220.46,16:23:53,1550
2026-02-24,UA 8148,TPE,BWI,12632.13,21:41:26,1339
2026-02-24,G4 3844,BCN,LHR,1147.55,19:15:41,330
2026-02-24,UA 2969,TAO,LGW,8678.56,03:22:38,1054
2026-02-24,UA 0789,HKG,PER,6036.07,05:04:31,715
2026-02-24,B6 4828,ATH,FCO,1086.28,20:49:56,207
2026-02-24,UA 1753,BKK,TPE,2488.56,15:19:47,437
2026-02-24,AA 4191,KIX,BOM,6325.53,22:35:29,1215
2026-02-24,B6 2527,MNL,ICN,2607.68,23:26:44,591
2026-02-24,G4 9380,LAX,DCA,3710.69,03:45:32,428
2026-02-24,UA 2718,FRA,FCO,958.81,20:07,212
2026-02-24,WN 4534,LHR,ATH,2426.27,19:08:22,467
2026-02-24,NK 9737,HGH,BOG,15832.24,06:05:34,1692
2026-02-24,NK 6224,ICN,YVR,8201.29,17:56:16,1041
